name,category,based_on,plugin,added_in_coros,status,controls
Nolly Cab 2 (ST),Guitar cabinets,,Archetype: Nolly X,3.2.0,verified,"Mic A (select, Speaker CB 74: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 12: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Speaker CB 74: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 12: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Nolly Cab 3 (M),Guitar cabinets,,Archetype: Nolly X,3.2.0,verified,"Mic A (select, Speaker V30 Ang: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 Str: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Speaker V30 Ang: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 Str: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Nolly Cab 3 (ST),Guitar cabinets,,Archetype: Nolly X,3.2.0,verified,"Mic A (select, Speaker V30 Ang: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 Str: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Speaker V30 Ang: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker V30 Str: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Nolly Cab 4 (M),Guitar cabinets,,Archetype: Nolly X,3.2.0,verified,"Mic A (select, Speaker 212: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker 75: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Speaker 212: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker 75: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Nolly Cab 4 (ST),Guitar cabinets,,Archetype: Nolly X,3.2.0,verified,"Mic A (select, Speaker 212: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker 75: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Speaker 212: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Speaker 75: Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184; Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 1 (M),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 121, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 1 (ST),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 121, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 2 (M),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 121, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 2 (ST),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 121, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 3 (M),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 57 Off-Axis / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 57 Off-Axis / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Condenser 414, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Gojira Cab 3 (ST),Guitar cabinets,,Archetype: Gojira X,3.0.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 57 Off-Axis / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 57 Off-Axis / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Condenser 414, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 1 (M),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 1 (ST),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 2 (M),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 2 (ST),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 3 (M),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Cory Wong Cab 3 (ST),Guitar cabinets,,Archetype: Cory Wong X,3.2.0,verified,"Mic A (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Dynamic 57, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.1, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon 160 / Ribbon 121 / Dynamic 57 / Dynamic 421 / Condenser 414 / Condenser 184 / Load custom IR, default Ribbon 160, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.1, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Petrucci Cab (M),Guitar cabinets,,Archetype: Petrucci X,4.1.0,verified,"Mic A (select, Ribbon VR2 / Ribbon 353 / Dynamic 421 / Dynamic 2500 / Condenser FET 301 / Condenser 2500 / Load custom IR, default Dynamic 421, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Pan (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon VR2 / Ribbon 353 / Dynamic 421 / Dynamic 2500 / Condenser FET 301 / Condenser 2500 / Load custom IR, default Ribbon 353, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Pan (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
Petrucci Cab (ST),Guitar cabinets,,Archetype: Petrucci X,4.1.0,verified,"Mic A (select, Ribbon VR2 / Ribbon 353 / Dynamic 421 / Dynamic 2500 / Condenser FET 301 / Condenser 2500 / Load custom IR, default Dynamic 421, p1); Mic A On (switch, Off/On, default On, p1); Mic A Level (dB, default 0.0, p1); Mic A Position (0-1, default 0.3, p1); Mic A Dist (0-1, default 0.0, p1); Mic A Balance (L-C-R, default C, p1); Mic A Phase invert (button, off/on, default off, p1); Mic B (select, Ribbon VR2 / Ribbon 353 / Dynamic 421 / Dynamic 2500 / Condenser FET 301 / Condenser 2500 / Load custom IR, default Ribbon 353, p1); Mic B On (switch, Off/On, default On, p1); Mic B Level (dB, default 0.0, p1); Mic B Position (0-1, default 0.3, p1); Mic B Dist (0-1, default 0.0, p1); Mic B Balance (L-C-R, default C, p1); Mic B Phase invert (button, off/on, default off, p1); Room Left (switch, Off/On, default Off, p2); Room Left Level (dB, default -6.0, p2); Room Right (switch, Off/On, default Off, p2); Room Right Level (dB, default -6.0, p2); HPF (Hz (OFF-), default OFF, p3); Output Volume (dB, default 0.0, p3); LPF (Hz (-OFF), default OFF, p3)"
